batch,acc,batch,loss,size
13,0.906627,13,0.424023,10
14,0.947354,14,0.326887,10
15,0.939358,15,0.324526,10
16,0.928125,16,0.364434,10
17,0.943195,17,0.314136,10
18,0.950618,18,0.306302,10
19,0.966524,19,0.259113,10
20,0.927097,20,0.379858,10
21,0.943561,21,0.329602,10
22,0.947944,22,0.30158,10
23,0.940817,23,0.320174,10
24,0.961771,24,0.273204,10
25,0.950413,25,0.308638,10
26,0.919265,26,0.404131,10
27,0.947083,27,0.3227,10
28,0.958674,28,0.27312,10
29,0.908702,29,0.398523,10
30,0.908875,30,0.449383,10
31,0.937618,31,0.339595,10
32,0.913479,32,0.400481,10
33,0.896495,33,0.463516,10
34,0.951717,34,0.294575,10
35,0.919402,35,0.393639,10
36,0.946094,36,0.335852,10
37,0.931565,37,0.342773,10
38,0.832156,38,0.653695,10
39,0.946586,39,0.309946,10
40,0.909764,40,0.447688,10
41,0.907592,41,0.411274,10
42,0.886379,42,0.49239,10
43,0.958634,43,0.271851,10
44,0.952844,44,0.293321,10
45,0.946889,45,0.310433,10
46,0.9383,46,0.338011,10
47,0.955152,47,0.29442,10
48,0.911348,48,0.413979,10
49,0.952906,49,0.298237,10
50,0.952518,50,0.297551,10
51,0.929568,51,0.374399,10
52,0.937957,52,0.328878,10
53,0.954128,53,0.297102,10
54,0.919119,54,0.377606,10
55,0.957711,55,0.300369,10
56,0.947615,56,0.301447,10
57,0.93081,57,0.348816,10
58,0.964874,58,0.259936,10
59,0.93892,59,0.328664,10
60,0.948803,60,0.304865,10
61,0.954475,61,0.297052,10
62,0.939131,62,0.321307,10
63,0.950276,63,0.300942,10
64,0.948862,64,0.300694,10
65,0.922904,65,0.396756,10
66,0.930196,66,0.360792,10
67,0.932328,67,0.39424,10
68,0.931466,68,0.351452,10
69,0.903301,69,0.43045,10
70,0.94216,70,0.33401,10
71,0.928564,71,0.355822,10
72,0.952502,72,0.286958,10
73,0.944103,73,0.339638,10
74,0.93071,74,0.353669,10
75,0.958897,75,0.286074,10
76,0.956023,76,0.275086,10
77,0.945572,77,0.316726,10
78,0.942953,78,0.320011,10
79,0.907452,79,0.431604,10
80,0.961157,80,0.267896,10
81,0.93603,81,0.325583,10
82,0.936943,82,0.335795,10
83,0.938264,83,0.322333,10
84,0.880549,84,0.520446,10
85,0.900905,85,0.439204,10
86,0.958702,86,0.28649,10
87,0.924492,87,0.360515,10
88,0.943158,88,0.326956,10
89,0.959605,89,0.278242,10
90,0.913576,90,0.398835,10
91,0.934174,91,0.339017,10
92,0.943727,92,0.330523,10
93,0.939569,93,0.324466,10
94,0.941303,94,0.314202,10
95,0.950048,95,0.307005,10
96,0.93928,96,0.35296,10
97,0.916793,97,0.405988,10
98,0.919617,98,0.385197,10
99,0.942523,99,0.325859,10
100,0.955059,100,0.30097,10
101,0.939398,101,0.329978,10
102,0.948083,102,0.329265,10
103,0.967351,103,0.261802,10
104,0.938357,104,0.33389,10
105,0.965157,105,0.25322,10
106,0.942045,106,0.318254,10
107,0.973904,107,0.242342,10
108,0.938577,108,0.330294,10
109,0.954349,109,0.288149,10
110,0.940879,110,0.314103,10
111,0.958465,111,0.272722,10
112,0.950489,112,0.295654,10
113,0.962939,113,0.271163,10
114,0.940261,114,0.328374,10
115,0.954084,115,0.29207,10
116,0.941865,116,0.314752,10
117,0.923448,117,0.364098,10
118,0.938264,118,0.331885,10
119,0.911737,119,0.447142,10
120,0.907879,120,0.413777,10
121,0.944442,121,0.312803,10
122,0.964005,122,0.259668,10
123,0.939503,123,0.314356,10
124,0.951061,124,0.292921,10
125,0.925692,125,0.362963,10
126,0.935473,126,0.329707,10
127,0.873673,127,0.489767,10
128,0.95122,128,0.297549,10
129,0.930074,129,0.383741,10
130,0.953409,130,0.298172,10
131,0.935759,131,0.349757,10
132,0.94001,132,0.329186,10
133,0.903018,133,0.450026,10
134,0.939039,134,0.329601,10
135,0.941235,135,0.326364,10
136,0.942884,136,0.329556,10
137,0.940576,137,0.319558,10
138,0.953271,138,0.296234,10
139,0.950497,139,0.305798,10
140,0.948225,140,0.302382,10
141,0.954578,141,0.289573,10
142,0.921485,142,0.370839,10
143,0.93316,143,0.336046,10
144,0.962269,144,0.264657,10
145,0.937648,145,0.344781,10
0,0.939601,0,0.329107,10
1,0.931681,1,0.342573,10
2,0.948671,2,0.305499,10
3,0.946716,3,0.310942,10
4,0.956478,4,0.279285,10
5,0.942459,5,0.319746,10
6,0.926601,6,0.358093,10
7,0.936458,7,0.320254,10
8,0.9381,8,0.334895,10
9,0.936851,9,0.341632,10
10,0.949855,10,0.312629,10
11,0.910003,11,0.407367,10
12,0.932598,12,0.353396,10
13,0.94777,13,0.307473,10
14,0.932428,14,0.344107,10
15,0.950889,15,0.311304,10
16,0.892437,16,0.450747,10
17,0.938194,17,0.317245,10
18,0.938401,18,0.338786,10
19,0.938284,19,0.337047,10
20,0.913405,20,0.41866,10
21,0.957362,21,0.272056,10
22,0.942158,22,0.320202,10
23,0.96154,23,0.270884,10
24,0.948267,24,0.319724,10
25,0.931348,25,0.34646,10
26,0.927631,26,0.367993,10
27,0.94771,27,0.316564,10
28,0.921308,28,0.365109,10
29,0.918095,29,0.382558,10
30,0.918146,30,0.395359,10
31,0.941664,31,0.338924,10
32,0.948845,32,0.298939,10
33,0.934412,33,0.333768,10
34,0.922262,34,0.386389,10
35,0.956281,35,0.28826,10
36,0.944777,36,0.323472,10
37,0.954953,37,0.299109,10
38,0.932907,38,0.345774,10
39,0.933132,39,0.350173,10
40,0.944516,40,0.315389,10
41,0.941066,41,0.330997,10
42,0.957243,42,0.283334,10
43,0.951577,43,0.301754,10
44,0.923346,44,0.39941,10
45,0.919695,45,0.386851,10
46,0.941214,46,0.309276,10
47,0.942359,47,0.32787,10
48,0.96824,48,0.258219,10
49,0.944887,49,0.29491,10
50,0.927866,50,0.362352,10
51,0.938142,51,0.339437,10
52,0.933341,52,0.351882,10
53,0.919028,53,0.372921,10
54,0.936179,54,0.354079,10
55,0.905661,55,0.440559,10
56,0.92913,56,0.365815,10
57,0.920445,57,0.373596,10
58,0.944107,58,0.311336,10
59,0.966469,59,0.257863,10
60,0.911061,60,0.414472,10
61,0.907101,61,0.444993,10
62,0.913477,62,0.424367,10
63,0.934714,63,0.38177,10
64,0.927831,64,0.374624,10
65,0.943352,65,0.313047,10
66,0.969611,66,0.248343,10
67,0.92077,67,0.381703,10
68,0.950694,68,0.307493,10
69,0.930294,69,0.350248,10
70,0.937122,70,0.33923,10
71,0.913078,71,0.411911,10
72,0.924696,72,0.390795,10
73,0.916739,73,0.414134,10
74,0.959515,74,0.284184,10
75,0.936988,75,0.341119,10
76,0.951776,76,0.301348,10
77,0.937646,77,0.32604,10
78,0.954816,78,0.290408,10
79,0.94617,79,0.299794,10
80,0.946166,80,0.307533,10
81,0.952751,81,0.317448,10
82,0.921242,82,0.382966,10
83,0.940121,83,0.333861,10
84,0.923564,84,0.362716,10
85,0.937881,85,0.328779,10
86,0.937395,86,0.323258,10
87,0.947374,87,0.310837,10
88,0.948589,88,0.301061,10
89,0.958598,89,0.274089,10
90,0.898653,90,0.42796,10
91,0.935571,91,0.343796,10
92,0.916883,92,0.388425,10
93,0.9428,93,0.310745,10
94,0.930917,94,0.343638,10
95,0.947228,95,0.303506,10
96,0.942931,96,0.322627,10
97,0.968354,97,0.252797,10
98,0.91667,98,0.365036,10
99,0.946373,99,0.308771,10
100,0.942814,100,0.326689,10
101,0.952179,101,0.289476,10
102,0.937423,102,0.328809,10
103,0.941602,103,0.336736,10
104,0.945612,104,0.298705,10
105,0.921662,105,0.370887,10
106,0.945505,106,0.307818,10
107,0.914565,107,0.404537,10
108,0.928046,108,0.365239,10
109,0.870652,109,0.535956,10
110,0.913634,110,0.399101,10
111,0.919378,111,0.396575,10
112,0.927003,112,0.364097,10
113,0.958598,113,0.284061,10
114,0.94052,114,0.31735,10
115,0.968701,115,0.254148,10
116,0.936765,116,0.32073,10
117,0.942612,117,0.325652,10
118,0.94214,118,0.315138,10
119,0.951979,119,0.286777,10
120,0.948099,120,0.309627,10
121,0.949917,121,0.29341,10
122,0.915043,122,0.371577,10
123,0.952472,123,0.295292,10
124,0.937258,124,0.347099,10
125,0.953749,125,0.283499,10
126,0.926403,126,0.369109,10
127,0.933686,127,0.350013,10
128,0.951129,128,0.289245,10
129,0.933074,129,0.341879,10
130,0.908881,130,0.421654,10
131,0.955693,131,0.298064,10
132,0.945383,132,0.29789,10
133,0.957574,133,0.279262,10
134,0.955208,134,0.283243,10
135,0.929586,135,0.36648,10
136,0.943148,136,0.310198,10
137,0.878261,137,0.499045,10
138,0.941078,138,0.337383,10
139,0.909198,139,0.401098,10
140,0.938057,140,0.339633,10
141,0.907388,141,0.392882,10
142,0.935091,142,0.348133,10
143,0.918862,143,0.388704,10
144,0.921782,144,0.393806,10
145,0.936299,145,0.328408,10
0,0.904656,0,0.451247,10
1,0.956876,1,0.288215,10
2,0.923488,2,0.39363,10
3,0.922928,3,0.36207,10
4,0.94391,4,0.325775,10
5,0.948597,5,0.290844,10
6,0.927751,6,0.359415,10
7,0.942674,7,0.335143,10
8,0.946658,8,0.310887,10
9,0.94382,9,0.328577,10
10,0.895004,10,0.473883,10
11,0.882777,11,0.481321,10
12,0.905471,12,0.428139,10
13,0.914372,13,0.416143,10
14,0.875034,14,0.538635,10
15,0.941732,15,0.310573,10
16,0.933174,16,0.335374,10
17,0.926312,17,0.377699,10
18,0.933267,18,0.349138,10
19,0.954935,19,0.292678,10
20,0.92342,20,0.372969,10
21,0.945479,21,0.318163,10
22,0.929579,22,0.357547,10
23,0.95859,23,0.289832,10
24,0.893864,24,0.466329,10
25,0.904875,25,0.439625,10
26,0.934162,26,0.354084,10
27,0.942784,27,0.328678,10
28,0.95295,28,0.296737,10
29,0.927747,29,0.381058,10
30,0.933983,30,0.339875,10
31,0.96551,31,0.267539,10
32,0.911522,32,0.432303,10
33,0.907618,33,0.412407,10
34,0.952006,34,0.305655,10
35,0.880523,35,0.495876,10
36,0.918589,36,0.399895,10
37,0.93943,37,0.318968,10
38,0.959894,38,0.286909,10
39,0.942032,39,0.319261,10
40,0.910428,40,0.382048,10
41,0.897914,41,0.447033,10
42,0.932835,42,0.346632,10
43,0.911795,43,0.402087,10
44,0.880087,44,0.499424,10
45,0.927813,45,0.362177,10
46,0.930583,46,0.373246,10
47,0.913079,47,0.398236,10
48,0.936747,48,0.328056,10
49,0.920784,49,0.400176,10
50,0.928702,50,0.352975,10
51,0.953628,51,0.302228,10
52,0.950158,52,0.301246,10
53,0.968033,53,0.254387,10
54,0.945945,54,0.295976,10
55,0.922101,55,0.370569,10
56,0.935845,56,0.334288,10
57,0.944823,57,0.299286,10
58,0.93606,58,0.335118,10
59,0.922268,59,0.370481,10
60,0.948795,60,0.312888,10
61,0.938226,61,0.32336,10
62,0.936652,62,0.338191,10
63,0.934312,63,0.341686,10
64,0.964021,64,0.257944,10
65,0.950285,65,0.297677,10
66,0.910155,66,0.402009,10
67,0.938989,67,0.350607,10
68,0.933222,68,0.33142,10
69,0.93202,69,0.356559,10
70,0.953879,70,0.292739,10
71,0.953149,71,0.287021,10
72,0.946274,72,0.313877,10
73,0.955212,73,0.281391,10
74,0.939274,74,0.316543,10
75,0.935139,75,0.356381,10
76,0.945279,76,0.330715,10
77,0.931394,77,0.355935,10
78,0.958987,78,0.280154,10
79,0.937973,79,0.325458,10
80,0.956789,80,0.296924,10
81,0.963939,81,0.262663,10
82,0.923167,82,0.368848,10
83,0.954941,83,0.287146,10
84,0.915972,84,0.385968,10
85,0.930264,85,0.346143,10
86,0.839872,86,0.625726,10
87,0.820955,87,0.759695,10
88,0.947551,88,0.304065,10
89,0.887186,89,0.457735,10
90,0.925894,90,0.351679,10
91,0.912252,91,0.400001,10
92,0.933778,92,0.337799,10
93,0.930276,93,0.350643,10
94,0.926501,94,0.359199,10
95,0.940191,95,0.344325,10
96,0.90463,96,0.418171,10
97,0.92781,97,0.365062,10
98,0.953488,98,0.295411,10
99,0.954746,99,0.2988,10
100,0.928305,100,0.345923,10
101,0.899327,101,0.418087,10
102,0.902151,102,0.424143,10
103,0.949198,103,0.309885,10
104,0.925656,104,0.381514,10
105,0.897212,105,0.447969,10
106,0.906737,106,0.407914,10
107,0.955318,107,0.281289,10
108,0.917309,108,0.387228,10
109,0.920642,109,0.390171,10
110,0.916014,110,0.438234,10
111,0.908179,111,0.421596,10
112,0.909892,112,0.399049,10
113,0.900214,113,0.430441,10
114,0.903018,114,0.452666,10
115,0.907323,115,0.406752,10
116,0.893675,116,0.459892,10
117,0.923575,117,0.370941,10
118,0.95583,118,0.287128,10
119,0.898905,119,0.438403,10
120,0.929979,120,0.348257,10
121,0.921457,121,0.382684,10
122,0.926495,122,0.371674,10
123,0.915787,123,0.381221,10
124,0.9296,124,0.370913,10
125,0.935731,125,0.350049,10
126,0.932181,126,0.365033,10
127,0.930061,127,0.355091,10
128,0.90421,128,0.423269,10
129,0.903556,129,0.418095,10
130,0.932785,130,0.347791,10
131,0.919006,131,0.378907,10
132,0.949106,132,0.314482,10
133,0.929527,133,0.366653,10
134,0.952669,134,0.293021,10
135,0.966877,135,0.250759,10
136,0.947753,136,0.303273,10
137,0.902221,137,0.471371,10
138,0.900618,138,0.426431,10
139,0.937455,139,0.342916,10
140,0.934902,140,0.340628,10
141,0.93719,141,0.342836,10
142,0.893872,142,0.461086,10
143,0.920329,143,0.39107,10
144,0.92501,144,0.361929,10
145,0.920769,145,0.40605,10
0,0.944155,0,0.325069,10
1,0.903584,1,0.434219,10
2,0.924759,2,0.373796,10
3,0.901007,3,0.432822,10
4,0.923526,4,0.391707,10
5,0.933521,5,0.322261,10
6,0.930965,6,0.344261,10
7,0.9207,7,0.401915,10
8,0.933247,8,0.380964,10
9,0.902852,9,0.443588,10
10,0.896581,10,0.468231,10
11,0.913369,11,0.417312,10
12,0.881625,12,0.53957,10
13,0.946955,13,0.305096,10
14,0.887933,14,0.45594,10
15,0.889787,15,0.467096,10
16,0.940135,16,0.33033,10
17,0.935553,17,0.334727,10
18,0.91094,18,0.403561,10
19,0.930866,19,0.349442,10
20,0.93761,20,0.344414,10
21,0.931404,21,0.353228,10
22,0.952338,22,0.294046,10
23,0.896467,23,0.442546,10
24,0.922308,24,0.381619,10
25,0.924841,25,0.391597,10
26,0.921776,26,0.373932,10
27,0.920405,27,0.403493,10
28,0.889181,28,0.431542,10
29,0.886582,29,0.460309,10
30,0.909551,30,0.519686,10
31,0.91042,31,0.411922,10
32,0.905439,32,0.440095,10
33,0.923994,33,0.370905,10
34,0.920432,34,0.380495,10
35,0.931277,35,0.365961,10
36,0.936432,36,0.326984,10
37,0.91364,37,0.406008,10
38,0.921836,38,0.40173,10
39,0.950987,39,0.311888,10
40,0.901109,40,0.440533,10
41,0.907191,41,0.418779,10
42,0.915025,42,0.40126,10
43,0.883937,43,0.494715,10
44,0.87335,44,0.519732,10
45,0.938431,45,0.361678,10
46,0.948707,46,0.305652,10
47,0.926075,47,0.372984,10
48,0.900206,48,0.42254,10
49,0.918354,49,0.40509,10
50,0.893663,50,0.443095,10
51,0.932699,51,0.363295,10
52,0.940333,52,0.334356,10
53,0.942931,53,0.329042,10
54,0.913581,54,0.407664,10
55,0.934429,55,0.365388,10
56,0.919761,56,0.386102,10
57,0.952906,57,0.302035,10
58,0.894609,58,0.45985,10
59,0.948193,59,0.310572,10
60,0.944165,60,0.324984,10
61,0.835495,61,0.660303,10
62,0.920974,62,0.389872,10
63,0.864928,63,0.486431,10
64,0.933786,64,0.355654,10
65,0.89507,65,0.474042,10
66,0.904349,66,0.41567,10
67,0.902571,67,0.447544,10
68,0.897982,68,0.454362,10
69,0.894988,69,0.450201,10
70,0.92464,70,0.385355,10
71,0.909232,71,0.422549,10
72,0.952819,72,0.316895,10
73,0.931308,73,0.359629,10
74,0.878311,74,0.488953,10
75,0.919316,75,0.409413,10
76,0.931813,76,0.358303,10
77,0.938497,77,0.342434,10
78,0.922605,78,0.370679,10
79,0.948697,79,0.310816,10
80,0.939517,80,0.345241,10
81,0.947236,81,0.331234,10
82,0.926196,82,0.373321,10
83,0.917561,83,0.386004,10
84,0.919767,84,0.377353,10
85,0.948372,85,0.310496,10
86,0.935653,86,0.3319,10
87,0.901051,87,0.417517,10
88,0.905035,88,0.438703,10
89,0.926386,89,0.354727,10
90,0.950419,90,0.30309,10
91,0.948221,91,0.302274,10
92,0.873354,92,0.521161,10
93,0.953229,93,0.295069,10
94,0.938806,94,0.328268,10
95,0.936859,95,0.350117,10
96,0.900616,96,0.447413,10
97,0.915004,97,0.403219,10
98,0.931914,98,0.350341,10
99,0.924512,99,0.370561,10
100,0.946435,100,0.304854,10
101,0.94207,101,0.35377,10
102,0.893774,102,0.447311,10
103,0.95067,103,0.311771,10
104,0.905156,104,0.448005,10
105,0.952532,105,0.299028,10
106,0.948828,106,0.298799,10
107,0.95078,107,0.310301,10
108,0.94218,108,0.323597,10
109,0.945413,109,0.319151,10
110,0.947519,110,0.305047,10
111,0.935583,111,0.340179,10
112,0.907735,112,0.499561,10
113,0.945233,113,0.313236,10
114,0.924469,114,0.367031,10
115,0.964101,115,0.257606,10
116,0.937373,116,0.351077,10
117,0.960075,117,0.275054,10
118,0.94898,118,0.321824,10
119,0.90308,119,0.431794,10
120,0.877428,120,0.552415,10
121,0.890327,121,0.469945,10
122,0.932486,122,0.367545,10
123,0.88999,123,0.488657,10
124,0.911177,124,0.399118,10
125,0.914575,125,0.392472,10
126,0.93152,126,0.351349,10
127,0.924008,127,0.371326,10
128,0.947842,128,0.29867,10
129,0.948137,129,0.298959,10
130,0.911847,130,0.408867,10
131,0.926143,131,0.370539,10
132,0.935791,132,0.332246,10
133,0.894857,133,0.451907,10
134,0.922121,134,0.382021,10
135,0.922756,135,0.387921,10
136,0.92814,136,0.34499,10
137,0.895508,137,0.422598,10
138,0.891887,138,0.494342,10
139,0.926256,139,0.360192,10
140,0.930951,140,0.360852,10
141,0.916696,141,0.404038,10
142,0.93767,142,0.349016,10
143,0.91841,143,0.388488,10
144,0.942694,144,0.315698,10
145,0.926139,145,0.38302,10
0,0.930126,0,0.349708,10
1,0.952207,1,0.305786,10
2,0.935061,2,0.331976,10
3,0.91617,3,0.396832,10
4,0.945343,4,0.304266,10
5,0.956544,5,0.283725,10
6,0.967652,6,0.253812,10
7,0.893979,7,0.455307,10
8,0.939121,8,0.348402,10
9,0.911127,9,0.400982,10
10,0.929752,10,0.37027,10
11,0.900258,11,0.454397,10
12,0.935942,12,0.358841,10
13,0.947413,13,0.313179,10
14,0.935532,14,0.344638,10
15,0.957506,15,0.285524,10
16,0.940215,16,0.327453,10
17,0.924694,17,0.393613,10
18,0.929809,18,0.356215,10
19,0.922148,19,0.373785,10
20,0.953347,20,0.296658,10
21,0.919849,21,0.370139,10
22,0.953859,22,0.299547,10
23,0.944723,23,0.328398,10
24,0.909503,24,0.419901,10
25,0.947938,25,0.321583,10
26,0.947812,26,0.310976,10
27,0.927466,27,0.367797,10
28,0.958391,28,0.289593,10
29,0.922021,29,0.390421,10
30,0.936448,30,0.337975,10
31,0.921495,31,0.380965,10
32,0.953386,32,0.296675,10
33,0.895058,33,0.434365,10
34,0.949849,34,0.309549,10
35,0.956095,35,0.29157,10
36,0.960942,36,0.264113,10
37,0.919444,37,0.377731,10
38,0.904809,38,0.423895,10
39,0.947946,39,0.310157,10
40,0.926196,40,0.367746,10
41,0.952934,41,0.289201,10
42,0.959117,42,0.272386,10
43,0.942136,43,0.325233,10
44,0.956946,44,0.284232,10
45,0.917666,45,0.375392,10
46,0.923295,46,0.379758,10
47,0.937997,47,0.340998,10
48,0.929884,48,0.366627,10
49,0.957961,49,0.283031,10
50,0.949696,50,0.289403,10
51,0.909202,51,0.408755,10
52,0.953771,52,0.303923,10
53,0.917816,53,0.410019,10
54,0.928574,54,0.361227,10
55,0.93074,55,0.357723,10
56,0.944857,56,0.299024,10
57,0.893444,57,0.46216,10
58,0.958576,58,0.284557,10
59,0.953628,59,0.290812,10
60,0.940235,60,0.318874,10
61,0.939223,61,0.317516,10
62,0.926258,62,0.367295,10
63,0.925861,63,0.367245,10
64,0.924243,64,0.382973,10
65,0.950823,65,0.301646,10
66,0.932032,66,0.342518,10
67,0.929536,67,0.348943,10
68,0.941602,68,0.309007,10
69,0.919974,69,0.386134,10
70,0.900979,70,0.437363,10
71,0.950537,71,0.311159,10
72,0.936305,72,0.328174,10
73,0.94737,73,0.322729,10
74,0.937449,74,0.328294,10
75,0.927238,75,0.347244,10
76,0.947428,76,0.325391,10
77,0.957562,77,0.284684,10
78,0.96216,78,0.272672,10
79,0.910533,79,0.417062,10
80,0.906069,80,0.429105,10
81,0.914705,81,0.394324,10
82,0.945759,82,0.311056,10
83,0.935392,83,0.360257,10
84,0.907815,84,0.430908,10
85,0.937849,85,0.332018,10
86,0.937787,86,0.350294,10
87,0.897627,87,0.4365,10
88,0.949713,88,0.293761,10
89,0.948834,89,0.304309,10
90,0.946296,90,0.31625,10
91,0.921965,91,0.358766,10
92,0.943691,92,0.323839,10
93,0.960898,93,0.279349,10
94,0.918671,94,0.393042,10
95,0.903239,95,0.411995,10
96,0.950419,96,0.316001,10
97,0.924656,97,0.372658,10
98,0.940406,98,0.329843,10
99,0.938208,99,0.349916,10
100,0.922547,100,0.398829,10
101,0.906823,101,0.435819,10
102,0.933732,102,0.346209,10
103,0.964061,103,0.265971,10
104,0.945797,104,0.319875,10
105,0.898195,105,0.44597,10
106,0.874845,106,0.495094,10
107,0.929622,107,0.373809,10
108,0.907743,108,0.395029,10
109,0.924714,109,0.37711,10
110,0.92179,110,0.375055,10
111,0.915197,111,0.425046,10
112,0.9053,112,0.451213,10
113,0.92564,113,0.374867,10
114,0.927179,114,0.359936,10
115,0.961638,115,0.280024,10
116,0.939009,116,0.325614,10
117,0.918992,117,0.395212,10
118,0.927522,118,0.352144,10
119,0.927229,119,0.353936,10
120,0.91658,120,0.399044,10
121,0.930727,121,0.360252,10
122,0.919145,122,0.401423,10
123,0.925746,123,0.356619,10
124,0.905673,124,0.395433,10
125,0.927595,125,0.362903,10
126,0.937257,126,0.348372,10
127,0.933148,127,0.358408,10
128,0.9143,128,0.404782,10
129,0.943105,129,0.323,10
130,0.960141,130,0.267847,10
131,0.952631,131,0.295646,10
132,0.911227,132,0.4312,10
133,0.940831,133,0.319601,10
134,0.909262,134,0.408161,10
135,0.910787,135,0.415384,10
136,0.879754,136,0.530611,10
137,0.916373,137,0.391454,10
138,0.917991,138,0.400371,10
139,0.931436,139,0.348987,10
140,0.922135,140,0.384354,10
141,0.935763,141,0.349087,10
142,0.896202,142,0.447338,10
143,0.912106,143,0.497966,10
144,0.895616,144,0.463021,10
145,0.878048,145,0.562288,10
0,0.86714,0,0.527815,10
1,0.935825,1,0.350129,10
2,0.885119,2,0.488468,10
3,0.919843,3,0.392499,10
4,0.937112,4,0.364654,10
5,0.902916,5,0.439609,10
6,0.854947,6,0.572678,10
7,0.93551,7,0.339751,10
8,0.917895,8,0.388296,10
9,0.913672,9,0.437198,10
10,0.91903,10,0.397692,10
11,0.911986,11,0.448077,10
12,0.9205,12,0.36843,10
13,0.915869,13,0.425098,10
14,0.923571,14,0.386842,10
15,0.917274,15,0.387116,10
16,0.889643,16,0.519281,10
17,0.929383,17,0.371514,10
18,0.899955,18,0.460868,10
19,0.933005,19,0.34272,10
20,0.9445,20,0.329947,10
21,0.932859,21,0.357938,10
22,0.935741,22,0.333745,10
23,0.949666,23,0.308599,10
24,0.921046,24,0.417748,10
25,0.931703,25,0.367146,10
26,0.870451,26,0.614234,10
27,0.878464,27,0.537963,10
28,0.924383,28,0.395254,10
29,0.924131,29,0.380332,10
30,0.915069,30,0.396724,10
31,0.932532,31,0.359556,10
32,0.941229,32,0.347504,10
33,0.907123,33,0.395723,10
34,0.907534,34,0.445548,10
35,0.945213,35,0.320411,10
36,0.901868,36,0.446693,10
37,0.903508,37,0.428187,10
38,0.938567,38,0.349413,10
39,0.914336,39,0.405495,10
40,0.924488,40,0.361543,10
41,0.940928,41,0.326858,10
42,0.91496,42,0.426737,10
43,0.937644,43,0.337728,10
44,0.948117,44,0.321525,10
45,0.946858,45,0.314512,10
46,0.952097,46,0.286815,10
47,0.925359,47,0.365096,10
48,0.924283,48,0.39257,10
49,0.855477,49,0.584474,10
50,0.945722,50,0.324513,10
51,0.912817,51,0.400464,10
52,0.904294,52,0.434333,10
53,0.917132,53,0.400566,10
54,0.950345,54,0.297421,10
55,0.933247,55,0.34464,10
56,0.871845,56,0.525749,10
57,0.944612,57,0.325026,10
58,0.921676,58,0.37957,10
59,0.921543,59,0.385737,10
60,0.931828,60,0.385215,10
61,0.932309,61,0.361937,10
62,0.929025,62,0.332453,10
63,0.899114,63,0.458996,10
64,0.946056,64,0.316326,10
65,0.933263,65,0.359235,10
66,0.936273,66,0.330212,10
67,0.949849,67,0.311541,10
68,0.957729,68,0.276553,10
69,0.865613,69,0.635273,10
70,0.931579,70,0.354602,10
71,0.930748,71,0.35662,10
72,0.934489,72,0.350501,10
73,0.913979,73,0.419373,10
74,0.885135,74,0.472869,10
75,0.917318,75,0.39839,10
76,0.933742,76,0.364865,10
77,0.905633,77,0.43799,10
78,0.937492,78,0.35416,10
79,0.931811,79,0.364086,10
80,0.945018,80,0.305054,10
81,0.91316,81,0.423046,10
82,0.910484,82,0.426648,10
83,0.911105,83,0.418598,10
84,0.904826,84,0.477053,10
85,0.919532,85,0.393329,10
86,0.935225,86,0.338014,10
87,0.945052,87,0.309512,10
88,0.932073,88,0.342277,10
89,0.877489,89,0.502738,10
90,0.91166,90,0.440588,10
91,0.919863,91,0.401748,10
92,0.895845,92,0.454437,10
93,0.912718,93,0.41006,10
94,0.950588,94,0.306333,10
95,0.916335,95,0.405926,10
96,0.941767,96,0.329639,10
97,0.928355,97,0.360935,10
98,0.902153,98,0.46017,10
99,0.893762,99,0.511252,10
100,0.859138,100,0.557631,10
101,0.902235,101,0.452947,10
102,0.903277,102,0.415512,10
103,0.906898,103,0.420303,10
104,0.905356,104,0.427944,10
105,0.937235,105,0.338025,10
106,0.925066,106,0.39149,10
107,0.891122,107,0.47248,10
108,0.930845,108,0.341546,10
109,0.936175,109,0.351815,10
110,0.926178,110,0.369661,10
111,0.90759,111,0.430329,10
112,0.956252,112,0.287275,10
113,0.906757,113,0.447649,10
114,0.944805,114,0.320635,10
115,0.941018,115,0.332033,10
116,0.94333,116,0.330049,10
117,0.936753,117,0.353705,10
118,0.910631,118,0.385257,10
119,0.932428,119,0.351198,10
120,0.924303,120,0.36577,10
121,0.915068,121,0.388431,10
122,0.947836,122,0.313344,10
123,0.915647,123,0.399944,10
124,0.917806,124,0.387296,10
125,0.937293,125,0.347719,10
126,0.941186,126,0.324778,10
127,0.919819,127,0.373445,10
128,0.923812,128,0.377419,10
129,0.920883,129,0.397565,10
130,0.955571,130,0.295868,10
131,0.954244,131,0.295811,10
132,0.927504,132,0.381749,10
133,0.899327,133,0.470893,10
134,0.919227,134,0.382776,10
135,0.948956,135,0.307351,10
136,0.943694,136,0.321927,10
137,0.963559,137,0.272168,10
138,0.903711,138,0.449293,10
139,0.929275,139,0.362362,10
140,0.925421,140,0.385389,10
141,0.914037,141,0.394897,10
142,0.943537,142,0.321335,10
143,0.932088,143,0.333909,10
144,0.921604,144,0.367407,10
145,0.930358,145,0.359311,10
0,0.925032,0,0.399548,10
1,0.950592,1,0.30188,10
2,0.943924,2,0.328502,10
3,0.91824,3,0.426456,10
4,0.930758,4,0.380598,10
5,0.92895,5,0.35524,10
6,0.932598,6,0.347323,10
7,0.916329,7,0.408446,10
8,0.923301,8,0.357923,10
9,0.941076,9,0.333299,10
10,0.903434,10,0.409749,10
